Tipo de Coeficiente,Coeficiente,Erro Padrão,AIC,BIC,store_id,Modelo,store_type,store_size,city_code
sigma2,4877.90725881873,558.3437629531356,1513.5780131866377,1522.249060571303,S0086," ARIMA(0,1,2)(0,0,0)[52]          ",ST03,12.0,IZMIR
intercept,3.6018978698876984,1.9893396754300026,1825.2513300955393,1833.9223774802047,S0088," ARIMA(0,1,1)(0,0,0)[52] intercept",ST04,20.0,GAZIANTEP
ma.L1,-0.9279747896603264,0.03644779466280064,1825.2513300955393,1833.9223774802047,S0088," ARIMA(0,1,1)(0,0,0)[52] intercept",ST04,20.0,GAZIANTEP
sigma2,50250.99706298672,4917.37250018318,1825.2513300955393,1833.9223774802047,S0088," ARIMA(0,1,1)(0,0,0)[52] intercept",ST04,20.0,GAZIANTEP
intercept,2.142875767435183,1.4768578819467955,1589.3696532008407,1598.040700585506,S0089," ARIMA(0,1,1)(0,0,0)[52] intercept",ST03,18.0,ISTANBUL
ma.L1,-0.8633221629772759,0.051456586071687814,1589.3696532008407,1598.040700585506,S0089," ARIMA(0,1,1)(0,0,0)[52] intercept",ST03,18.0,ISTANBUL
sigma2,8577.550630766336,531.4946566491291,1589.3696532008407,1598.040700585506,S0089," ARIMA(0,1,1)(0,0,0)[52] intercept",ST03,18.0,ISTANBUL
ma.L1,-0.9123941716155487,0.05375522181870407,1971.5620983905858,1983.1234949034729,S0091," ARIMA(0,1,1)(2,0,0)[52]          ",ST04,19.0,SAMSUN
ar.S.L52,0.09928735885209392,0.06300953992945543,1971.5620983905858,1983.1234949034729,S0091," ARIMA(0,1,1)(2,0,0)[52]          ",ST04,19.0,SAMSUN
ar.S.L104,0.5684097243111489,0.13993504731992626,1971.5620983905858,1983.1234949034729,S0091," ARIMA(0,1,1)(2,0,0)[52]          ",ST04,19.0,SAMSUN
sigma2,107902.6095408837,24620.59373561372,1971.5620983905858,1983.1234949034729,S0091," ARIMA(0,1,1)(2,0,0)[52]          ",ST04,19.0,SAMSUN
ma.L1,-0.6600585013980037,0.08052087049238212,2081.0743922719157,2092.6357887848026,S0094," ARIMA(0,1,2)(0,0,1)[52]          ",ST04,45.0,KONYA
ma.L2,-0.13971328357450394,0.07757547417079096,2081.0743922719157,2092.6357887848026,S0094," ARIMA(0,1,2)(0,0,1)[52]          ",ST04,45.0,KONYA
ma.S.L52,0.38175768198061044,0.10171578359046994,2081.0743922719157,2092.6357887848026,S0094," ARIMA(0,1,2)(0,0,1)[52]          ",ST04,45.0,KONYA
sigma2,315604.50286275183,25972.393039087747,2081.0743922719157,2092.6357887848026,S0094," ARIMA(0,1,2)(0,0,1)[52]          ",ST04,45.0,KONYA
