Tipo de Coeficiente;Coeficiente;Erro Padrão;AIC;BIC;store_id;Modelo;store_type;store_size;city_code
sigma2;135043,5094;11768,14508;1971,230302;1979,923822;S0050; ARIMA(0,1,1)(0,0,0)[52] intercept;ST04;31;ISTANBUL
intercept;803,1511112;83,16377274;1853,145916;1861,86174;S0052; ARIMA(1,0,0)(0,0,0)[52] intercept;ST04;17;ISTANBUL
ar.L1;0,289651766;0,065251914;1853,145916;1861,86174;S0052; ARIMA(1,0,0)(0,0,0)[52] intercept;ST04;17;ISTANBUL
sigma2;51529,6432;4930,918087;1853,145916;1861,86174;S0052; ARIMA(1,0,0)(0,0,0)[52] intercept;ST04;17;ISTANBUL
ma.L1;-0,682282132;0,083877118;1933,074937;1941,768457;S0055; ARIMA(0,1,2)(0,0,0)[52]          ;ST04;24;ISTANBUL
ma.L2;-0,202253751;0,079110981;1933,074937;1941,768457;S0055; ARIMA(0,1,2)(0,0,0)[52]          ;ST04;24;ISTANBUL
sigma2;99832,91921;7229,299822;1933,074937;1941,768457;S0055; ARIMA(0,1,2)(0,0,0)[52]          ;ST04;24;ISTANBUL
ma.L1;-0,644762478;0,082869543;2249,600941;2264,09014;S0056; ARIMA(0,1,2)(2,0,0)[52]          ;ST04;42;ESKIIEHIR
ma.L2;-0,254296385;0,08481742;2249,600941;2264,09014;S0056; ARIMA(0,1,2)(2,0,0)[52]          ;ST04;42;ESKIIEHIR
ar.S.L52;0,172284042;0,084898774;2249,600941;2264,09014;S0056; ARIMA(0,1,2)(2,0,0)[52]          ;ST04;42;ESKIIEHIR
ar.S.L104;0,506589158;0,180724247;2249,600941;2264,09014;S0056; ARIMA(0,1,2)(2,0,0)[52]          ;ST04;42;ESKIIEHIR
sigma2;796162,9079;201293,3555;2249,600941;2264,09014;S0056; ARIMA(0,1,2)(2,0,0)[52]          ;ST04;42;ESKIIEHIR
intercept;1008,230445;199,2602578;2018,361056;2032,88743;S0058; ARIMA(2,0,0)(0,0,1)[52] intercept;ST04;17;ISTANBUL
ar.L1;0,211998772;0,079449759;2018,361056;2032,88743;S0058; ARIMA(2,0,0)(0,0,1)[52] intercept;ST04;17;ISTANBUL
ar.L2;0,142041255;0,127239056;2018,361056;2032,88743;S0058; ARIMA(2,0,0)(0,0,1)[52] intercept;ST04;17;ISTANBUL
ma.S.L52;0,1387359;0,117169728;2018,361056;2032,88743;S0058; ARIMA(2,0,0)(0,0,1)[52] intercept;ST04;17;ISTANBUL
sigma2;167839,5749;12833,86127;2018,361056;2032,88743;S0058; ARIMA(2,0,0)(0,0,1)[52] intercept;ST04;17;ISTANBUL
intercept;8,153341711;4,80822301;1475,623013;1489,259952;S0059; ARIMA(2,1,1)(0,0,0)[52] intercept;ST03;15;ISTANBUL
ar.L1;0,291966648;0,116262998;1475,623013;1489,259952;S0059; ARIMA(2,1,1)(0,0,0)[52] intercept;ST03;15;ISTANBUL
