Tipo de Coeficiente,Coeficiente,p_value,inter_conf_inf,inter_conf_sup,AIC,BIC,store_id,Modelo,store_type,store_size,city_code
promo_discount_40,0.0,,0.0,0.0,1629.4521256911694,1690.3067614901386,S0030," ARIMA(1,0,1)(0,0,0)[52]          ",ST03,13.0,KONYA
promo_discount_50,0.0,,0.0,0.0,1629.4521256911694,1690.3067614901386,S0030," ARIMA(1,0,1)(0,0,0)[52]          ",ST03,13.0,KONYA
Primavera,39.25771953940116,0.18355960007938987,-18.60015512379627,97.11559420259859,1629.4521256911694,1690.3067614901386,S0030," ARIMA(1,0,1)(0,0,0)[52]          ",ST03,13.0,KONYA
Verao,9.18770214614312,0.8175932154818697,-68.88824848309957,87.26365277538582,1629.4521256911694,1690.3067614901386,S0030," ARIMA(1,0,1)(0,0,0)[52]          ",ST03,13.0,KONYA
Outono,6.934131883614231,0.86637954522654,-73.83807409748589,87.70633786471434,1629.4521256911694,1690.3067614901386,S0030," ARIMA(1,0,1)(0,0,0)[52]          ",ST03,13.0,KONYA
Feriados,8.790352510740648,0.6895963809808536,-34.345978518852874,51.92668354033417,1629.4521256911694,1690.3067614901386,S0030," ARIMA(1,0,1)(0,0,0)[52]          ",ST03,13.0,KONYA
ar.L1,0.992876358013366,0.0,0.9548011763259419,1.0309515397007902,1629.4521256911694,1690.3067614901386,S0030," ARIMA(1,0,1)(0,0,0)[52]          ",ST03,13.0,KONYA
ma.L1,-0.7988854977452152,6.90048869446707e-24,-0.9542498210961256,-0.6435211743943049,1629.4521256911694,1690.3067614901386,S0030," ARIMA(1,0,1)(0,0,0)[52]          ",ST03,13.0,KONYA
sigma2,8095.02621267822,2.0822439471581535e-19,6333.874006546644,9856.178418809795,1629.4521256911694,1690.3067614901386,S0030," ARIMA(1,0,1)(0,0,0)[52]          ",ST03,13.0,KONYA
intercept,4.106492125232003,0.7143189687513506,-17.880442562057627,26.09342681252163,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
stock_inicial,0.4077428508478564,0.24126280323400973,-0.2742306743366864,1.0897163760323991,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Probin1_very_low,-0.05293423160015001,0.9851368716920773,-5.622090691488419,5.516222228288118,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Probin1_low,8.600653983913677,0.11115064616826176,-1.980966741422158,19.182274709249512,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Probin1_moderate,-2.27194199261476,0.8055021324327718,-20.356157255090746,15.812273269861226,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Probin1_high,3.7087280708274952,0.572076613098472,-9.156807034550692,16.574263176205683,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Probin1_very_high,0.0506856158435153,0.9937618444637057,-12.655414024810074,12.756785256497103,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Probin2_very_low,-2.9516397632595245e-13,0.9989463054596454,-4.3835824043310897e-10,4.3776791248045707e-10,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Probin2_high,8.016144107540774e-14,,,,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Probin2_very_high,3.3251090212650807e-15,0.9999913238822096,-5.993302421216802e-10,5.993368923397228e-10,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
promo_discount_16,-2.0781711826335022e-16,,,,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
promo_discount_20,0.0,1.0,-2.0496007244395767e-12,2.0496007244395767e-12,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
promo_discount_35,0.0,1.0,-1.1204494045113587e-10,1.1204494045113587e-10,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
promo_discount_40,0.0,1.0,-3.2585843949512657e-10,3.2585843949512657e-10,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
promo_discount_50,0.0,,0.0,0.0,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Primavera,-169.63433982049332,0.13126983631327743,-389.94728843843654,50.678608797449925,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Verao,-174.0845889392751,0.2045945891742883,-443.04855196548726,94.87937408693708,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Outono,-107.33036041215655,0.35519004543669863,-334.85648075884694,120.19575993453387,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
Feriados,-60.18432850769459,0.30893906118241266,-176.12027828724348,55.75162127185432,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
ar.L1,1.2720432806017727,3.759669132779915e-16,0.9659863211783941,1.5781002400251514,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
ar.L2,-0.28536228984232836,0.04007243520309606,-0.5577925922807747,-0.012931987403882017,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
ma.L1,-0.8764983631073529,2.1391109700466886e-10,-1.1469917577194666,-0.6060049684952391,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
sigma2,39721.887490398534,2.557248251774084e-13,29080.159212074606,50363.61576872246,1827.2256846811133,1893.8760000799844,S0032," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,14.0,VAN
stock_inicial,0.3180269240490201,0.002032974860342149,0.11600225676956477,0.5200515913284754,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Probin1_very_low,5.5309231911690055,0.0758622697786481,-0.5756079408302632,11.637454323168274,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Probin1_low,6.580344102463687,0.11168139698427951,-1.5276535905697282,14.688341795497102,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Probin1_moderate,2.087065796891103,0.5649609259577855,-5.020936142711223,9.19506773649343,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Probin1_high,-3.488647500470991,0.4932354124863182,-13.468074278947977,6.490779278005995,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Probin1_very_high,18.519547324702394,0.002740917664621358,6.401721689673314,30.637372959731472,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Probin2_very_low,-4.525250156100566e-13,0.99591661630271,-1.7375655353264155e-10,1.7285150350142145e-10,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Probin2_high,2.4542051081924263e-13,0.9978598696781158,-1.7908677572977266e-10,1.7957761675141116e-10,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Probin2_very_high,-2.1166239582937926e-13,0.9984010720841535,-2.0722707689193292e-10,2.0680375210027416e-10,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
promo_discount_16,0.0,1.0,-5.594599001507895e-10,5.594599001507895e-10,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
promo_discount_20,0.0,,0.0,0.0,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
promo_discount_35,0.0,,0.0,0.0,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
promo_discount_40,0.0,,0.0,0.0,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
promo_discount_50,0.0,,0.0,0.0,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Primavera,-207.16238014473174,0.07109427260235184,-432.1257954214879,17.801035132024424,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Verao,-150.9748314171263,0.24405004142788123,-404.98746242979666,103.03779959554407,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Outono,301.5051881484424,0.05079728370688243,-1.0459287454726223,604.0563050423575,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
Feriados,-2.508638952264218,0.978146405975381,-182.00230682459167,176.98502892006323,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
sigma2,83319.4038382044,1.4492159109963387e-07,52266.691940982375,114372.11573542641,1114.7930570935773,1159.0769905590175,S0036," ARIMA(0,0,0)(0,0,0)[52]          ",ST04,21.0,DENIZLI
stock_inicial,0.49238678308983486,3.83463235123448e-08,0.31686711263626954,0.6679064535434002,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Probin1_very_low,4.865542038649874,0.42819921915321546,-7.171015854880542,16.902099932180292,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Probin1_low,-1.6193495192646423,0.7725919420659424,-12.60211199711911,9.363412958589826,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Probin1_moderate,-0.11144995065404145,0.9797956793471597,-8.736812514473897,8.513912613165814,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Probin1_high,27.645358483915405,5.746008905380529e-05,14.176845110082992,41.11387185774782,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Probin1_very_high,19.326442936766092,3.0649834568306056e-06,11.209050638119672,27.443835235412514,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Probin2_very_low,4.468819549851824e-13,1.0,-20907.943825869126,20907.943825869126,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Probin2_high,-5.320773548352424e-15,1.0,-20907.943763809202,20907.943763809202,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Probin2_very_high,1.5624669956355033e-15,1.0,-20907.943789833083,20907.943789833083,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
promo_discount_16,-6.354094143769194e-14,1.0,-20907.943745384073,20907.943745384073,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
promo_discount_20,0.0,1.0,-20907.94374536722,20907.94374536722,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
promo_discount_35,0.0,1.0,-20907.943745411954,20907.943745411954,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
promo_discount_40,0.0,1.0,-20907.943745407876,20907.943745407876,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
promo_discount_50,0.0,1.0,-20907.943745412307,20907.943745412307,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Primavera,-425.78134960993975,0.6511211111692825,-2271.217844358659,1419.6551451387797,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Verao,298.6728010822822,0.7070294609361845,-1258.837181409241,1856.1827835738054,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Outono,-112.09102766664684,0.9066541333969942,-1985.6595196309345,1761.4774642976408,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
Feriados,-449.2111710692569,0.2729170487843027,-1252.2594244558918,353.83708231737796,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
ar.L1,0.8097419879029247,2.4261854931156993e-10,0.5590844896780767,1.0603994861277728,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
ma.L1,-0.45869801571867175,0.00888256991802313,-0.8022934704532637,-0.11510256098407978,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
ar.S.L52,0.26303354907471943,0.02424356424050784,0.03423651632692204,0.4918305818225168,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
sigma2,1574675.6181253481,1.5229258663085566e-14,1173104.991732972,1976246.2445177243,2341.444514822584,2405.1969904215043,S0038," ARIMA(1,0,1)(1,0,0)[52]          ",ST01,63.0,BURSA
intercept,7.952713758017587,0.48867806735404795,-14.558467877465699,30.463895393500874,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
stock_inicial,0.10963086524270743,0.5401854152069319,-0.2411627683432736,0.46042449882868847,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Probin1_very_low,1.7534304055510448,0.17197245591613997,-0.7626229667305948,4.269483777832685,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Probin1_low,0.4778750811585006,0.835203673335648,-4.024394623316803,4.9801447856338035,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Probin1_moderate,0.9484989829243871,0.7591106335041657,-5.113886642803259,7.010884608652034,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Probin1_high,0.25889709621708906,0.9204973978381175,-4.825195261928545,5.342989454362723,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Probin1_very_high,2.111262550297561,0.5871691301818389,-5.5101626541430395,9.73268775473816,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Probin2_very_low,-2.663348678637994e-15,,,,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Probin2_high,3.959047218251406e-15,,,,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Probin2_very_high,-5.9164366599228125e-15,0.9968910936991467,-2.9819624381592352e-12,2.9701295648393893e-12,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
promo_discount_16,8.704173874043403e-16,0.9994541873031901,-2.4929894273117084e-12,2.494730262086517e-12,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
promo_discount_20,0.0,,,,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
promo_discount_35,0.0,1.0,-4.23374964306131e-12,4.23374964306131e-12,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
promo_discount_40,0.0,,0.0,0.0,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
promo_discount_50,0.0,,0.0,0.0,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Primavera,1.417242961718543,0.9768869425984837,-94.4597293208596,97.29421524429668,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Verao,-44.26290483613585,0.3936172047882862,-145.9580733850872,57.43226371281549,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Outono,40.056930557878154,0.3272985585798486,-40.090648268315654,120.20450938407197,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
Feriados,20.776902110739055,0.40906219936257393,-28.550482608586098,70.10428683006421,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
ar.L1,0.979262490896329,2.794166299963052e-246,0.9219971672776742,1.0365278145149839,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
ma.L1,-0.7922581518733979,6.602978935392442e-20,-0.9622605423125749,-0.6222557614342209,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
sigma2,13613.80211481755,1.081072065178878e-14,10161.687391066498,17065.916838568603,1700.8082969184832,1764.5607725174032,S0039," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,15.0,ISTANBUL
stock_inicial,0.3917860330337906,0.00260831118670033,0.13671530526902775,0.6468567607985535,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Probin1_very_low,-0.527880124680135,0.9340882717657961,-13.038128092384715,11.982367843024447,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Probin1_low,9.754821134204983,0.24105501580189648,-6.553478559128605,26.06312082753857,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Probin1_moderate,8.526183464431126,0.14409295207462347,-2.914092404262721,19.966459333124973,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Probin1_high,25.90683833232366,5.828505654381155e-05,13.27477082641667,38.53890583823065,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Probin1_very_high,12.361510486205944,0.07093565907482122,-1.0546593781266953,25.77768035053858,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Probin2_very_low,2.494759468242955e-13,1.0,-21180.241726519213,21180.241726519213,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Probin2_high,4.5066378339681095e-14,1.0,-21180.241650195156,21180.241650195156,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Probin2_very_high,-1.3777003916057265e-13,1.0,-21180.241770543213,21180.241770543213,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
promo_discount_16,-4.2983806007164895e-14,1.0,-21180.241770530196,21180.241770530196,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
promo_discount_20,0.0,1.0,-21180.241770485536,21180.241770485536,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
promo_discount_35,0.0,1.0,-21180.24177044841,21180.24177044841,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
promo_discount_40,0.0,1.0,-21180.241770502835,21180.241770502835,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
promo_discount_50,0.0,1.0,-21180.24177050289,21180.24177050289,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Primavera,-636.3304444511281,0.1983871138293991,-1606.026622820423,333.3657339181668,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Verao,-500.8090377154002,0.29991009729443985,-1447.6958475395631,446.0777721087626,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Outono,252.93987422608888,0.5698087234508604,-619.3530395267744,1125.232787978952,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
Feriados,-199.09403687248107,0.5444703173026739,-842.9456146490659,444.75754090410373,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
ar.L1,0.224962817136945,0.02216421171543249,0.03221486520162323,0.4177107690722668,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
ar.S.L52,0.23390888652775713,0.03706935778620404,0.014027288472844263,0.45379048458267,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
sigma2,909312.1352836826,1.073478430484574e-16,694492.799137248,1124131.4714301173,2255.2048714368975,2316.0595072358665,S0040," ARIMA(1,0,0)(1,0,0)[52]          ",ST04,42.0,KAHRAMANMARAS
intercept,2.035005438604613,0.5670919308919892,-4.933824625858164,9.00383550306739,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
stock_inicial,0.11890283326096308,0.06290218190104306,-0.006398252979761224,0.2442039195016874,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Probin1_very_low,-0.16194486730273283,0.8019916691417087,-1.4276691115722164,1.1037793769667508,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Probin1_low,-1.9305361510231176,0.1789408136144931,-4.74580058001634,0.8847282779701051,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Probin1_moderate,2.5948290465671113,0.42245463681546436,-3.7451881313248907,8.934846224459113,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Probin1_high,3.7101726183622388,0.16238921242150461,-1.4948259962560648,8.915171232980542,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Probin1_very_high,-2.4860948760422312,0.28520944425753914,-7.045562148131398,2.0733723960469357,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Probin2_very_low,1.3602171442178566e-14,0.9895194480227719,-2.0159478112691e-12,2.043152154153457e-12,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Probin2_high,6.843071330059363e-14,,,,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Probin2_very_high,-1.3522152507058272e-14,,,,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
promo_discount_16,-8.509671412033566e-15,,,,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
promo_discount_20,0.0,1.0,-2.9616290679860154e-14,2.9616290679860154e-14,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
promo_discount_35,0.0,,,,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
promo_discount_40,0.0,1.0,-2.877928791145681e-14,2.877928791145681e-14,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
promo_discount_50,0.0,,0.0,0.0,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Primavera,38.20508629319606,0.0773261243090157,-4.186175828202259,80.59634841459439,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Verao,90.9178779646646,0.0003650641715873105,40.9208979225189,140.9148580068103,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Outono,15.686802725040002,0.5788761913258742,-39.70792268855054,71.08152813863055,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
Feriados,-21.97643625162971,0.055499645552506624,-44.469534504447296,0.5166620011878784,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
ar.L1,1.1253895087847174,7.195421640684128e-19,0.8767685189515488,1.374010498617886,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
ar.L2,-0.14051798188261125,0.23090311426224597,-0.3704027681274412,0.08936680436221875,1512.7987693174573,1579.4490847163283,S0041," ARIMA(2,0,1)(0,0,0)[52] intercept",ST03,8.0,SAMSUN
