Tipo de Coeficiente,Coeficiente,p_value,inter_conf_inf,inter_conf_sup,AIC,BIC,store_id,Modelo,store_type,store_size,city_code
promo_discount_40,0.0,,0.0,0.0,1693.6311769240217,1757.3836525229417,S0068," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,14.0,IZMIR
promo_discount_50,0.0,,0.0,0.0,1693.6311769240217,1757.3836525229417,S0068," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,14.0,IZMIR
Primavera,-17.13271916116866,0.6817286408447665,-99.0129224954957,64.74748417315837,1693.6311769240217,1757.3836525229417,S0068," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,14.0,IZMIR
Verao,-46.293956512493594,0.39609713881643827,-153.21498808313953,60.62707505815233,1693.6311769240217,1757.3836525229417,S0068," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,14.0,IZMIR
Outono,-25.400619467929573,0.6494759829676418,-134.9393731419625,84.13813420610335,1693.6311769240217,1757.3836525229417,S0068," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,14.0,IZMIR
Feriados,36.24528164488986,0.33102127973054607,-36.83614520273143,109.32670849251114,1693.6311769240217,1757.3836525229417,S0068," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,14.0,IZMIR
ar.L1,0.9932889886425864,0.0,0.9573834864346261,1.0291944908505468,1693.6311769240217,1757.3836525229417,S0068," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,14.0,IZMIR
ma.L1,-0.8660610319246277,2.9081241236358737e-24,-1.0330878210990693,-0.699034242750186,1693.6311769240217,1757.3836525229417,S0068," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,14.0,IZMIR
sigma2,12725.641930199397,8.708113769332211e-24,10245.171854537915,15206.11200586088,1693.6311769240217,1757.3836525229417,S0068," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,14.0,IZMIR
intercept,39.56622569268874,0.8948696016643463,-547.2768351598231,626.4092865452005,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
stock_inicial,0.18109184044093102,0.0933456687521984,-0.03042897925635596,0.392612660138218,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
Probin1_very_low,2.860778434258606,0.6186334004528036,-8.403095967164122,14.124652835681333,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
Probin1_low,3.0858214245906486,0.7491472796898607,-15.828439881362165,22.00008273054346,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
Probin1_moderate,5.888962579447824,0.3126747022396926,-5.5431510869934115,17.32107624588906,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
Probin1_high,-0.7951095217757617,0.8883562927829572,-11.89595952262327,10.305740479071746,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
Probin1_very_high,4.0257836571045456,0.5141272077183199,-8.06816446303384,16.119731777242933,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
Probin2_very_low,1.0771323281011308e-12,0.9999999999999998,-8934.961479419313,8934.961479419317,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
Probin2_high,-8.105089091517222e-14,1.0,-8934.961484447413,8934.961484447413,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
Probin2_very_high,7.869909214228382e-14,1.0,-8934.961482171864,8934.961482171864,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
promo_discount_16,-1.9579124145343892e-14,1.0,-8934.961481609282,8934.961481609282,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
promo_discount_20,0.0,1.0,-8934.961481577639,8934.961481577639,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
promo_discount_35,0.0,1.0,-8934.961481578557,8934.961481578557,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
promo_discount_40,0.0,1.0,-8934.961481582868,8934.961481582868,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
promo_discount_50,0.0,1.0,-8934.961481588316,8934.961481588316,2019.4532112384775,2089.001366437299,S0072," ARIMA(1,0,1)(1,0,1)[52] intercept",ST04,29.0,ISTANBUL
